P_CODE,A_SECTOR,SHELF,REEF_NAME,REPORT_YEAR,SITE_NO,TRANSECT_NO,START_DEPTH
RM,WH,O,SLATE REEF,1995,3,5,10
RM,WH,O,SLATE REEF,1995,3,5,13
RM,WH,O,SLATE REEF,1996,1,1,10
RM,WH,O,SLATE REEF,1996,1,2,10
RM,WH,O,SLATE REEF,1996,1,3,9
RM,WH,O,SLATE REEF,1996,1,3,10
RM,WH,O,SLATE REEF,1996,1,4,9
RM,WH,O,SLATE REEF,1996,1,4,10
RM,WH,O,SLATE REEF,1996,1,5,10
RM,WH,O,SLATE REEF,1996,2,1,6
RM,WH,O,SLATE REEF,1996,2,1,9
RM,WH,O,SLATE REEF,1996,2,2,6
RM,WH,O,SLATE REEF,1996,2,3,7
RM,WH,O,SLATE REEF,1996,2,4,6
RM,WH,O,SLATE REEF,1996,2,5,8
RM,WH,O,SLATE REEF,1996,3,1,9
RM,WH,O,SLATE REEF,1996,3,2,8
RM,WH,O,SLATE REEF,1996,3,2,9
RM,WH,O,SLATE REEF,1996,3,3,9
RM,WH,O,SLATE REEF,1996,3,3,12
RM,WH,O,SLATE REEF,1996,3,4,10
RM,WH,O,SLATE REEF,1996,3,5,10
RM,WH,O,SLATE REEF,1996,3,5,14
RM,WH,O,SLATE REEF,1997,1,1,9
RM,WH,O,SLATE REEF,1997,1,2,8
RM,WH,O,SLATE REEF,1997,1,2,9
RM,WH,O,SLATE REEF,1997,1,3,8
RM,WH,O,SLATE REEF,1997,1,3,9
RM,WH,O,SLATE REEF,1997,1,4,8
RM,WH,O,SLATE REEF,1997,1,4,10
RM,WH,O,SLATE REEF,1997,1,5,9
RM,WH,O,SLATE REEF,1997,1,5,10
RM,WH,O,SLATE REEF,1997,2,1,6
RM,WH,O,SLATE REEF,1997,2,1,8
RM,WH,O,SLATE REEF,1997,2,2,6
RM,WH,O,SLATE REEF,1997,2,2,7
RM,WH,O,SLATE REEF,1997,2,3,7
RM,WH,O,SLATE REEF,1997,2,3,8
RM,WH,O,SLATE REEF,1997,2,4,6
RM,WH,O,SLATE REEF,1997,2,4,7
RM,WH,O,SLATE REEF,1997,2,5,8
RM,WH,O,SLATE REEF,1997,2,5,9
RM,WH,O,SLATE REEF,1997,3,1,9
RM,WH,O,SLATE REEF,1997,3,1,10
RM,WH,O,SLATE REEF,1997,3,2,8
RM,WH,O,SLATE REEF,1997,3,2,9
RM,WH,O,SLATE REEF,1997,3,3,9
RM,WH,O,SLATE REEF,1997,3,3,13
RM,WH,O,SLATE REEF,1997,3,4,10
RM,WH,O,SLATE REEF,1997,3,5,10
RM,WH,O,SLATE REEF,1997,3,5,14
RM,WH,O,SLATE REEF,1998,1,1,9
RM,WH,O,SLATE REEF,1998,1,1,10
RM,WH,O,SLATE REEF,1998,1,2,8
RM,WH,O,SLATE REEF,1998,1,2,9
RM,WH,O,SLATE REEF,1998,1,3,9
RM,WH,O,SLATE REEF,1998,1,4,9
RM,WH,O,SLATE REEF,1998,1,5,9
RM,WH,O,SLATE REEF,1998,1,5,10
RM,WH,O,SLATE REEF,1998,2,1,6
RM,WH,O,SLATE REEF,1998,2,1,9
RM,WH,O,SLATE REEF,1998,2,2,6
RM,WH,O,SLATE REEF,1998,2,3,7
RM,WH,O,SLATE REEF,1998,2,3,8
RM,WH,O,SLATE REEF,1998,2,4,6
RM,WH,O,SLATE REEF,1998,2,4,8
RM,WH,O,SLATE REEF,1998,2,5,8
RM,WH,O,SLATE REEF,1998,2,5,9
RM,WH,O,SLATE REEF,1998,3,1,8
RM,WH,O,SLATE REEF,1998,3,1,9
RM,WH,O,SLATE REEF,1998,3,2,8
RM,WH,O,SLATE REEF,1998,3,3,9
RM,WH,O,SLATE REEF,1998,3,3,11
RM,WH,O,SLATE REEF,1998,3,4,10
RM,WH,O,SLATE REEF,1998,3,5,10
RM,WH,O,SLATE REEF,1998,3,5,13
RM,WH,O,SLATE REEF,1999,1,1,10
RM,WH,O,SLATE REEF,1999,1,2,9
RM,WH,O,SLATE REEF,1999,1,2,10
RM,WH,O,SLATE REEF,1999,1,3,10
RM,WH,O,SLATE REEF,1999,1,3,11
RM,WH,O,SLATE REEF,1999,1,4,9
RM,WH,O,SLATE REEF,1999,1,4,10
RM,WH,O,SLATE REEF,1999,1,5,10
RM,WH,O,SLATE REEF,1999,1,5,12
RM,WH,O,SLATE REEF,1999,2,1,7
RM,WH,O,SLATE REEF,1999,2,1,9
RM,WH,O,SLATE REEF,1999,2,2,7
RM,WH,O,SLATE REEF,1999,2,3,8
RM,WH,O,SLATE REEF,1999,2,4,8
RM,WH,O,SLATE REEF,1999,2,5,10
RM,WH,O,SLATE REEF,1999,3,1,9
RM,WH,O,SLATE REEF,1999,3,2,8
RM,WH,O,SLATE REEF,1999,3,2,9
RM,WH,O,SLATE REEF,1999,3,3,8
RM,WH,O,SLATE REEF,1999,3,3,12
RM,WH,O,SLATE REEF,1999,3,4,10
RM,WH,O,SLATE REEF,1999,3,4,11
RM,WH,O,SLATE REEF,1999,3,5,11
RM,WH,O,SLATE REEF,1999,3,5,14
RM,WH,O,SLATE REEF,2000,1,1,9
RM,WH,O,SLATE REEF,2000,1,2,8
RM,WH,O,SLATE REEF,2000,1,2,10
RM,WH,O,SLATE REEF,2000,1,3,8
RM,WH,O,SLATE REEF,2000,1,3,10
RM,WH,O,SLATE REEF,2000,1,4,8
RM,WH,O,SLATE REEF,2000,1,4,9
RM,WH,O,SLATE REEF,2000,1,5,8
RM,WH,O,SLATE REEF,2000,1,5,10
RM,WH,O,SLATE REEF,2000,2,1,6
RM,WH,O,SLATE REEF,2000,2,1,9
RM,WH,O,SLATE REEF,2000,2,2,5
RM,WH,O,SLATE REEF,2000,2,2,7
RM,WH,O,SLATE REEF,2000,2,3,7
RM,WH,O,SLATE REEF,2000,2,3,8
RM,WH,O,SLATE REEF,2000,2,4,7
RM,WH,O,SLATE REEF,2000,2,4,8
RM,WH,O,SLATE REEF,2000,2,5,8
RM,WH,O,SLATE REEF,2000,2,5,9
RM,WH,O,SLATE REEF,2000,3,1,8
RM,WH,O,SLATE REEF,2000,3,2,7
RM,WH,O,SLATE REEF,2000,3,2,8
RM,WH,O,SLATE REEF,2000,3,3,8
RM,WH,O,SLATE REEF,2000,3,3,12
RM,WH,O,SLATE REEF,2000,3,4,9
RM,WH,O,SLATE REEF,2000,3,5,9
RM,WH,O,SLATE REEF,2000,3,5,12
RM,WH,O,SLATE REEF,2001,1,1,10
RM,WH,O,SLATE REEF,2001,1,2,9
RM,WH,O,SLATE REEF,2001,1,2,10
RM,WH,O,SLATE REEF,2001,1,3,9
RM,WH,O,SLATE REEF,2001,1,3,10
RM,WH,O,SLATE REEF,2001,1,4,9
RM,WH,O,SLATE REEF,2001,1,4,10
RM,WH,O,SLATE REEF,2001,1,5,9
RM,WH,O,SLATE REEF,2001,1,5,10
RM,WH,O,SLATE REEF,2001,2,1,7
RM,WH,O,SLATE REEF,2001,2,1,9
RM,WH,O,SLATE REEF,2001,2,2,7
RM,WH,O,SLATE REEF,2001,2,3,8
RM,WH,O,SLATE REEF,2001,2,4,7
RM,WH,O,SLATE REEF,2001,2,4,8
RM,WH,O,SLATE REEF,2001,2,5,9
RM,WH,O,SLATE REEF,2001,3,1,7
RM,WH,O,SLATE REEF,2001,3,1,8
RM,WH,O,SLATE REEF,2001,3,2,7
RM,WH,O,SLATE REEF,2001,3,2,8
RM,WH,O,SLATE REEF,2001,3,3,8
RM,WH,O,SLATE REEF,2001,3,3,9
RM,WH,O,SLATE REEF,2001,3,4,9
RM,WH,O,SLATE REEF,2001,3,5,10
RM,WH,O,SLATE REEF,2002,1,1,10
RM,WH,O,SLATE REEF,2002,1,2,9
RM,WH,O,SLATE REEF,2002,1,2,11
RM,WH,O,SLATE REEF,2002,1,3,9
RM,WH,O,SLATE REEF,2002,1,3,10
RM,WH,O,SLATE REEF,2002,1,4,10
RM,WH,O,SLATE REEF,2002,1,5,8
RM,WH,O,SLATE REEF,2002,1,5,10
RM,WH,O,SLATE REEF,2002,2,1,7
RM,WH,O,SLATE REEF,2002,2,1,9
RM,WH,O,SLATE REEF,2002,2,2,7
RM,WH,O,SLATE REEF,2002,2,3,8
RM,WH,O,SLATE REEF,2002,2,4,8
RM,WH,O,SLATE REEF,2002,2,5,9
RM,WH,O,SLATE REEF,2002,3,1,8
RM,WH,O,SLATE REEF,2002,3,1,9
RM,WH,O,SLATE REEF,2002,3,2,8
RM,WH,O,SLATE REEF,2002,3,3,8
RM,WH,O,SLATE REEF,2002,3,3,11
RM,WH,O,SLATE REEF,2002,3,4,10
RM,WH,O,SLATE REEF,2002,3,5,10
RM,WH,O,SLATE REEF,2002,3,5,12
RM,WH,O,SLATE REEF,2003,1,1,8
RM,WH,O,SLATE REEF,2003,1,1,9
RM,WH,O,SLATE REEF,2003,1,2,7
RM,WH,O,SLATE REEF,2003,1,2,8
RM,WH,O,SLATE REEF,2003,1,3,8
RM,WH,O,SLATE REEF,2003,1,4,7
RM,WH,O,SLATE REEF,2003,1,4,8
RM,WH,O,SLATE REEF,2003,1,5,6
RM,WH,O,SLATE REEF,2003,1,5,8
RM,WH,O,SLATE REEF,2003,2,1,7
RM,WH,O,SLATE REEF,2003,2,1,10
RM,WH,O,SLATE REEF,2003,2,2,6
RM,WH,O,SLATE REEF,2003,2,2,7
RM,WH,O,SLATE REEF,2003,2,3,8
RM,WH,O,SLATE REEF,2003,2,4,7
RM,WH,O,SLATE REEF,2003,2,4,9
RM,WH,O,SLATE REEF,2003,2,5,8
RM,WH,O,SLATE REEF,2003,2,5,9
RM,WH,O,SLATE REEF,2003,3,1,8
RM,WH,O,SLATE REEF,2003,3,1,10
RM,WH,O,SLATE REEF,2003,3,2,7
RM,WH,O,SLATE REEF,2003,3,2,9
RM,WH,O,SLATE REEF,2003,3,3,10
RM,WH,O,SLATE REEF,2003,3,4,9
RM,WH,O,SLATE REEF,2003,3,4,10
RM,WH,O,SLATE REEF,2003,3,5,8
RM,WH,O,SLATE REEF,2003,3,5,10
RM,WH,O,SLATE REEF,2004,1,1,9
RM,WH,O,SLATE REEF,2004,1,1,10
RM,WH,O,SLATE REEF,2004,1,2,9
RM,WH,O,SLATE REEF,2004,1,3,9
RM,WH,O,SLATE REEF,2004,1,3,10
RM,WH,O,SLATE REEF,2004,1,4,9
RM,WH,O,SLATE REEF,2004,1,4,10
RM,WH,O,SLATE REEF,2004,1,5,9
RM,WH,O,SLATE REEF,2004,2,1,9
RM,WH,O,SLATE REEF,2004,2,1,10
RM,WH,O,SLATE REEF,2004,2,2,7
RM,WH,O,SLATE REEF,2004,2,2,10
RM,WH,O,SLATE REEF,2004,2,3,7
RM,WH,O,SLATE REEF,2004,2,3,8
RM,WH,O,SLATE REEF,2004,2,4,8
RM,WH,O,SLATE REEF,2004,2,5,9
RM,WH,O,SLATE REEF,2004,3,1,8
RM,WH,O,SLATE REEF,2004,3,2,7
RM,WH,O,SLATE REEF,2004,3,2,8
RM,WH,O,SLATE REEF,2004,3,3,8
RM,WH,O,SLATE REEF,2004,3,3,11
RM,WH,O,SLATE REEF,2004,3,4,9
RM,WH,O,SLATE REEF,2004,3,5,8
RM,WH,O,SLATE REEF,2004,3,5,10
RM,WH,O,SLATE REEF,2005,1,1,7
RM,WH,O,SLATE REEF,2005,1,1,9
RM,WH,O,SLATE REEF,2005,1,2,8
RM,WH,O,SLATE REEF,2005,1,2,9
RM,WH,O,SLATE REEF,2005,1,3,8
RM,WH,O,SLATE REEF,2005,1,3,9
RM,WH,O,SLATE REEF,2005,1,4,7
RM,WH,O,SLATE REEF,2005,1,4,8
RM,WH,O,SLATE REEF,2005,1,5,8
RM,WH,O,SLATE REEF,2005,2,1,8
RM,WH,O,SLATE REEF,2005,2,2,8
RM,WH,O,SLATE REEF,2005,2,2,9
RM,WH,O,SLATE REEF,2005,2,3,6
RM,WH,O,SLATE REEF,2005,2,4,5
RM,WH,O,SLATE REEF,2005,2,4,7
RM,WH,O,SLATE REEF,2005,2,5,7
RM,WH,O,SLATE REEF,2005,2,5,8
RM,WH,O,SLATE REEF,2005,3,1,8
RM,WH,O,SLATE REEF,2005,3,1,10
RM,WH,O,SLATE REEF,2005,3,2,7
RM,WH,O,SLATE REEF,2005,3,2,9
RM,WH,O,SLATE REEF,2005,3,3,9
RM,WH,O,SLATE REEF,2005,3,3,10
RM,WH,O,SLATE REEF,2005,3,4,9
RM,WH,O,SLATE REEF,2005,3,4,10
RM,WH,O,SLATE REEF,2005,3,5,9
RM,WH,O,SLATE REEF,2005,3,5,11
RM,WH,O,SLATE REEF,2007,1,1,8
RM,WH,O,SLATE REEF,2007,1,1,10
RM,WH,O,SLATE REEF,2007,1,2,8
RM,WH,O,SLATE REEF,2007,1,2,9
RM,WH,O,SLATE REEF,2007,1,3,8
RM,WH,O,SLATE REEF,2007,1,3,9
RM,WH,O,SLATE REEF,2007,1,4,6
RM,WH,O,SLATE REEF,2007,1,4,10
RM,WH,O,SLATE REEF,2007,1,5,7
RM,WH,O,SLATE REEF,2007,1,5,8
RM,WH,O,SLATE REEF,2007,2,1,7
RM,WH,O,SLATE REEF,2007,2,1,8
RM,WH,O,SLATE REEF,2007,2,2,6
RM,WH,O,SLATE REEF,2007,2,2,7
RM,WH,O,SLATE REEF,2007,2,3,5
RM,WH,O,SLATE REEF,2007,2,3,6
RM,WH,O,SLATE REEF,2007,2,4,4
RM,WH,O,SLATE REEF,2007,2,4,
RM,WH,O,SLATE REEF,2007,2,5,7
RM,WH,O,SLATE REEF,2007,2,5,8
RM,WH,O,SLATE REEF,2007,3,1,9
RM,WH,O,SLATE REEF,2007,3,2,8
RM,WH,O,SLATE REEF,2007,3,2,9
RM,WH,O,SLATE REEF,2007,3,3,9
RM,WH,O,SLATE REEF,2007,3,3,10
RM,WH,O,SLATE REEF,2007,3,4,10
RM,WH,O,SLATE REEF,2007,3,5,10
RM,WH,O,SLATE REEF,2009,1,1,8
RM,WH,O,SLATE REEF,2009,1,1,9
RM,WH,O,SLATE REEF,2009,1,2,8
RM,WH,O,SLATE REEF,2009,1,3,9
RM,WH,O,SLATE REEF,2009,1,3,10
RM,WH,O,SLATE REEF,2009,1,4,7
RM,WH,O,SLATE REEF,2009,1,4,9
RM,WH,O,SLATE REEF,2009,1,5,7
RM,WH,O,SLATE REEF,2009,2,1,8
RM,WH,O,SLATE REEF,2009,2,2,7
RM,WH,O,SLATE REEF,2009,2,2,8
RM,WH,O,SLATE REEF,2009,2,3,7
RM,WH,O,SLATE REEF,2009,2,4,6
RM,WH,O,SLATE REEF,2009,2,4,7
RM,WH,O,SLATE REEF,2009,2,5,7
RM,WH,O,SLATE REEF,2009,2,5,8
RM,WH,O,SLATE REEF,2009,3,1,8
RM,WH,O,SLATE REEF,2009,3,2,8
RM,WH,O,SLATE REEF,2009,3,3,8
RM,WH,O,SLATE REEF,2009,3,4,7
RM,WH,O,SLATE REEF,2009,3,4,8
RM,WH,O,SLATE REEF,2009,3,5,7
RM,WH,O,SLATE REEF,2009,3,5,8
RM,WH,O,SLATE REEF,2011,1,1,7
RM,WH,O,SLATE REEF,2011,1,1,8
RM,WH,O,SLATE REEF,2011,1,2,7
RM,WH,O,SLATE REEF,2011,1,3,7
RM,WH,O,SLATE REEF,2011,1,3,8
RM,WH,O,SLATE REEF,2011,1,4,7
RM,WH,O,SLATE REEF,2011,1,5,7
RM,WH,O,SLATE REEF,2011,2,1,7
RM,WH,O,SLATE REEF,2011,2,1,8
RM,WH,O,SLATE REEF,2011,2,2,5
RM,WH,O,SLATE REEF,2011,2,2,7
RM,WH,O,SLATE REEF,2011,2,3,4
RM,WH,O,SLATE REEF,2011,2,3,6
RM,WH,O,SLATE REEF,2011,2,4,6
RM,WH,O,SLATE REEF,2011,2,4,7
RM,WH,O,SLATE REEF,2011,2,5,6
RM,WH,O,SLATE REEF,2011,2,5,7
RM,WH,O,SLATE REEF,2011,3,1,9
RM,WH,O,SLATE REEF,2011,3,2,9
RM,WH,O,SLATE REEF,2011,3,3,8
RM,WH,O,SLATE REEF,2011,3,4,7
RM,WH,O,SLATE REEF,2011,3,4,8
RM,WH,O,SLATE REEF,2011,3,5,6
RM,WH,O,SLATE REEF,2011,3,5,8
RM,WH,O,SLATE REEF,2013,1,1,8
RM,WH,O,SLATE REEF,2013,1,1,9
RM,WH,O,SLATE REEF,2013,1,2,7
RM,WH,O,SLATE REEF,2013,1,2,9
RM,WH,O,SLATE REEF,2013,1,3,7
RM,WH,O,SLATE REEF,2013,1,3,9
RM,WH,O,SLATE REEF,2013,1,4,8
RM,WH,O,SLATE REEF,2013,1,4,9
RM,WH,O,SLATE REEF,2013,1,5,7
RM,WH,O,SLATE REEF,2013,1,5,9
RM,WH,O,SLATE REEF,2013,2,1,7
RM,WH,O,SLATE REEF,2013,2,1,9
RM,WH,O,SLATE REEF,2013,2,2,6
RM,WH,O,SLATE REEF,2013,2,2,8
RM,WH,O,SLATE REEF,2013,2,3,7
RM,WH,O,SLATE REEF,2013,2,4,6
RM,WH,O,SLATE REEF,2013,2,5,6
RM,WH,O,SLATE REEF,2013,3,1,8
RM,WH,O,SLATE REEF,2013,3,2,7
RM,WH,O,SLATE REEF,2013,3,2,8
RM,WH,O,SLATE REEF,2013,3,3,8
RM,WH,O,SLATE REEF,2013,3,3,9
RM,WH,O,SLATE REEF,2013,3,4,9
RM,WH,O,SLATE REEF,2013,3,5,7
RM,WH,O,SLATE REEF,2013,3,5,10
RM,WH,O,SLATE REEF,2015,1,1,9
RM,WH,O,SLATE REEF,2015,1,2,9
RM,WH,O,SLATE REEF,2015,1,3,8
RM,WH,O,SLATE REEF,2015,1,4,7
RM,WH,O,SLATE REEF,2015,1,4,8
RM,WH,O,SLATE REEF,2015,1,5,7
RM,WH,O,SLATE REEF,2015,2,1,5
RM,WH,O,SLATE REEF,2015,2,1,7
RM,WH,O,SLATE REEF,2015,2,2,6
RM,WH,O,SLATE REEF,2015,2,2,7
RM,WH,O,SLATE REEF,2015,2,3,6
RM,WH,O,SLATE REEF,2015,2,4,6
RM,WH,O,SLATE REEF,2015,2,4,8
RM,WH,O,SLATE REEF,2015,2,5,6
RM,WH,O,SLATE REEF,2015,2,5,7
RM,WH,O,SLATE REEF,2015,3,1,8
RM,WH,O,SLATE REEF,2015,3,2,7
RM,WH,O,SLATE REEF,2015,3,2,8
RM,WH,O,SLATE REEF,2015,3,3,8
RM,WH,O,SLATE REEF,2015,3,3,9
RM,WH,O,SLATE REEF,2015,3,4,7
RM,WH,O,SLATE REEF,2015,3,4,8
RM,WH,O,SLATE REEF,2015,3,5,7
RM,WH,O,SLATE REEF,2015,3,5,9
RM,WH,O,SLATE REEF,2017,1,1,8
RM,WH,O,SLATE REEF,2017,1,1,10
RM,WH,O,SLATE REEF,2017,1,2,8
RM,WH,O,SLATE REEF,2017,1,2,9
RM,WH,O,SLATE REEF,2017,1,3,8
RM,WH,O,SLATE REEF,2017,1,4,7
RM,WH,O,SLATE REEF,2017,1,4,8
RM,WH,O,SLATE REEF,2017,1,5,6
RM,WH,O,SLATE REEF,2017,1,5,8
RM,WH,O,SLATE REEF,2017,2,1,6
RM,WH,O,SLATE REEF,2017,2,2,6
RM,WH,O,SLATE REEF,2017,2,2,7
RM,WH,O,SLATE REEF,2017,2,3,6
RM,WH,O,SLATE REEF,2017,2,3,7
RM,WH,O,SLATE REEF,2017,2,4,5
RM,WH,O,SLATE REEF,2017,2,4,6
RM,WH,O,SLATE REEF,2017,2,5,6
RM,WH,O,SLATE REEF,2017,3,1,8
RM,WH,O,SLATE REEF,2017,3,1,9
RM,WH,O,SLATE REEF,2017,3,2,8
RM,WH,O,SLATE REEF,2017,3,3,8
RM,WH,O,SLATE REEF,2017,3,4,6
RM,WH,O,SLATE REEF,2017,3,4,8
RM,WH,O,SLATE REEF,2017,3,5,6
RM,WH,O,SLATE REEF,2017,3,5,9
RM,WH,O,SLATE REEF,2019,1,1,8
RM,WH,O,SLATE REEF,2019,1,2,8
RM,WH,O,SLATE REEF,2019,1,3,7
RM,WH,O,SLATE REEF,2019,1,3,8
RM,WH,O,SLATE REEF,2019,1,4,6
RM,WH,O,SLATE REEF,2019,1,4,8
RM,WH,O,SLATE REEF,2019,1,5,6
RM,WH,O,SLATE REEF,2019,2,1,6
RM,WH,O,SLATE REEF,2019,2,2,6
RM,WH,O,SLATE REEF,2019,2,3,6
RM,WH,O,SLATE REEF,2019,2,3,7
RM,WH,O,SLATE REEF,2019,2,4,6
RM,WH,O,SLATE REEF,2019,2,5,6
RM,WH,O,SLATE REEF,2019,2,5,7
RM,WH,O,SLATE REEF,2019,3,1,7
RM,WH,O,SLATE REEF,2019,3,1,9
RM,WH,O,SLATE REEF,2019,3,2,6
RM,WH,O,SLATE REEF,2019,3,2,8
RM,WH,O,SLATE REEF,2019,3,3,7
RM,WH,O,SLATE REEF,2019,3,3,8
RM,WH,O,SLATE REEF,2019,3,4,7
RM,WH,O,SLATE REEF,2019,3,4,8
RM,WH,O,SLATE REEF,2019,3,5,7
RM,WH,O,SLATE REEF,2019,3,5,8
RM,WH,O,SLATE REEF,2021,1,1,8
RM,WH,O,SLATE REEF,2021,1,1,9
RM,WH,O,SLATE REEF,2021,1,2,7
RM,WH,O,SLATE REEF,2021,1,2,8
RM,WH,O,SLATE REEF,2021,1,3,6
RM,WH,O,SLATE REEF,2021,1,4,7
RM,WH,O,SLATE REEF,2021,1,5,6
RM,WH,O,SLATE REEF,2021,1,5,8
RM,WH,O,SLATE REEF,2021,2,1,5
RM,WH,O,SLATE REEF,2021,2,1,6
RM,WH,O,SLATE REEF,2021,2,2,5
RM,WH,O,SLATE REEF,2021,2,2,6
RM,WH,O,SLATE REEF,2021,2,3,7
RM,WH,O,SLATE REEF,2021,2,4,6
RM,WH,O,SLATE REEF,2021,2,4,7
RM,WH,O,SLATE REEF,2021,2,5,5
RM,WH,O,SLATE REEF,2021,2,5,6
RM,WH,O,SLATE REEF,2021,3,1,8
RM,WH,O,SLATE REEF,2021,3,1,9
RM,WH,O,SLATE REEF,2021,3,2,8
RM,WH,O,SLATE REEF,2021,3,2,9
RM,WH,O,SLATE REEF,2021,3,3,7
RM,WH,O,SLATE REEF,2021,3,3,9
RM,WH,O,SLATE REEF,2021,3,4,6
RM,WH,O,SLATE REEF,2021,3,4,7
RM,WH,O,SLATE REEF,2021,3,5,7
